subject_id,segment_idx,hr_gt_bpm,hr_pr_bpm,err_bpm
Sub_01lux 10.0,0,77.34375,84.375,7.03125
Sub_01lux 10.0,1,70.3125,91.40625,21.09375
Sub_01lux 10.0,2,70.3125,84.375,14.0625
Sub_01lux 10.0,3,70.3125,91.40625,21.09375
Sub_01lux 10.0,4,70.3125,91.40625,21.09375
Sub_01lux 10.0,5,70.3125,91.40625,21.09375
Sub_01lux 10.0,6,77.34375,91.40625,14.0625
Sub_01lux 10.0,7,77.34375,84.375,7.03125
Sub_01lux 10.0,8,77.34375,84.375,7.03125
Sub_01lux 10.0,9,77.34375,84.375,7.03125
Sub_01lux 10.0,10,77.34375,84.375,7.03125
Sub_01lux 10.0,11,77.34375,84.375,7.03125
Sub_01lux 10.0,12,77.34375,84.375,7.03125
Sub_01lux 10.0,13,77.34375,84.375,7.03125
Sub_01lux 10.0,14,77.34375,84.375,7.03125
Sub_01lux 10.0,15,77.34375,98.4375,21.09375
Sub_01lux 10.0,16,84.375,84.375,0.0
Sub_01lux 10.0,17,84.375,98.4375,14.0625
Sub_01lux 10.0,18,84.375,98.4375,14.0625
Sub_01lux 10.0,19,84.375,84.375,0.0
Sub_01lux 10.0,20,84.375,91.40625,7.03125
Sub_01lux 10.0,21,84.375,84.375,0.0
Sub_01lux 10.0,22,84.375,84.375,0.0
Sub_01lux 10.0,23,91.40625,91.40625,0.0
Sub_01lux 10.0,24,91.40625,84.375,-7.03125
Sub_01lux 10.0,25,91.40625,91.40625,0.0
Sub_01lux 10.0,26,91.40625,91.40625,0.0
Sub_01lux 10.0,27,84.375,84.375,0.0
Sub_01lux 10.0,28,84.375,91.40625,7.03125
Sub_01lux 10.0,29,91.40625,91.40625,0.0
Sub_01lux 10.0,30,91.40625,91.40625,0.0
Sub_01lux 10.0,31,91.40625,84.375,-7.03125
Sub_01lux 10.0,32,91.40625,91.40625,0.0
Sub_01lux 10.0,33,91.40625,84.375,-7.03125
Sub_01lux 10.0,34,91.40625,84.375,-7.03125
Sub_01lux 10.0,35,70.3125,84.375,14.0625
Sub_01lux 10.0,36,70.3125,84.375,14.0625
Sub_01lux 10.0,37,70.3125,84.375,14.0625
Sub_01lux 10.0,38,70.3125,84.375,14.0625
Sub_01lux 10.0,39,70.3125,70.3125,0.0
Sub_01lux 10.0,40,70.3125,98.4375,28.125
Sub_01lux 10.0,41,70.3125,70.3125,0.0
Sub_01lux 10.0,42,70.3125,70.3125,0.0
Sub_01lux 10.0,43,70.3125,77.34375,7.03125
Sub_01lux 10.0,44,70.3125,70.3125,0.0
Sub_01lux 10.0,45,70.3125,70.3125,0.0
Sub_01lux 10.0,46,70.3125,70.3125,0.0
Sub_01lux 10.0,47,70.3125,70.3125,0.0
Sub_01lux 10.0,48,70.3125,70.3125,0.0
Sub_01lux 10.0,49,70.3125,70.3125,0.0
Sub_01lux 10.0,50,70.3125,70.3125,0.0
Sub_01lux 10.0,51,70.3125,70.3125,0.0
Sub_01lux 10.0,52,70.3125,70.3125,0.0
Sub_01lux 10.0,53,70.3125,70.3125,0.0
Sub_01lux 10.0,54,70.3125,70.3125,0.0
Sub_01lux 10.0,55,70.3125,70.3125,0.0
Sub_01lux 10.0,56,70.3125,70.3125,0.0
Sub_01lux 10.0,57,70.3125,91.40625,21.09375
Sub_01lux 10.0,58,70.3125,70.3125,0.0
Sub_01lux 10.0,59,77.34375,63.28125,-14.0625
Sub_01lux 10.0,60,77.34375,70.3125,-7.03125
Sub_01lux 10.0,61,77.34375,63.28125,-14.0625
Sub_01lux 10.0,62,77.34375,77.34375,0.0
Sub_01lux 10.0,63,77.34375,70.3125,-7.03125
Sub_01lux 10.0,64,77.34375,84.375,7.03125
Sub_01lux 10.0,65,84.375,77.34375,-7.03125
Sub_01lux 10.0,66,84.375,98.4375,14.0625
Sub_01lux 10.0,67,84.375,84.375,0.0
Sub_01lux 10.0,68,84.375,84.375,0.0
Sub_01lux 10.0,69,84.375,84.375,0.0
Sub_01lux 10.0,70,84.375,84.375,0.0
Sub_01lux 10.0,71,84.375,98.4375,14.0625
Sub_01lux 10.0,72,84.375,84.375,0.0
Sub_01lux 10.0,73,84.375,98.4375,14.0625
Sub_01lux 10.0,74,84.375,84.375,0.0
Sub_01lux 10.0,75,84.375,84.375,0.0
Sub_01lux 10.0,76,84.375,98.4375,14.0625
Sub_01lux 10.0,77,84.375,84.375,0.0
Sub_01lux 10.0,78,84.375,98.4375,14.0625
Sub_01lux 10.0,79,84.375,84.375,0.0
Sub_01lux 10.0,80,84.375,84.375,0.0
Sub_01lux 10.0,81,84.375,84.375,0.0
Sub_01lux 10.0,82,84.375,84.375,0.0
Sub_01lux 10.0,83,84.375,84.375,0.0
Sub_01lux 10.0,84,84.375,84.375,0.0
Sub_01lux 10.0,85,84.375,77.34375,-7.03125
Sub_01lux 10.0,86,84.375,77.34375,-7.03125
Sub_01lux 10.0,87,84.375,77.34375,-7.03125
Sub_01lux 10.0,88,77.34375,77.34375,0.0
Sub_01lux 10.0,89,77.34375,77.34375,0.0
Sub_01lux 10.0,90,77.34375,77.34375,0.0
Sub_01lux 10.0,91,77.34375,77.34375,0.0
Sub_01lux 10.0,92,77.34375,77.34375,0.0
Sub_01lux 10.0,93,77.34375,77.34375,0.0
Sub_01lux 10.0,94,77.34375,77.34375,0.0
Sub_01lux 10.0,95,77.34375,77.34375,0.0
Sub_01lux 10.0,96,77.34375,77.34375,0.0
Sub_01lux 10.0,97,77.34375,77.34375,0.0
Sub_01lux 10.0,98,77.34375,77.34375,0.0
Sub_01lux 10.0,99,77.34375,77.34375,0.0
Sub_01lux 10.0,100,77.34375,77.34375,0.0
Sub_01lux 10.0,101,77.34375,77.34375,0.0
Sub_01lux 10.0,102,77.34375,77.34375,0.0
Sub_01lux 10.0,103,77.34375,77.34375,0.0
Sub_01lux 10.0,104,77.34375,77.34375,0.0
Sub_01lux 10.0,105,77.34375,77.34375,0.0
Sub_01lux 10.0,106,77.34375,77.34375,0.0
Sub_01lux 10.0,107,84.375,77.34375,-7.03125
Sub_01lux 10.0,108,84.375,77.34375,-7.03125
Sub_01lux 10.0,109,84.375,77.34375,-7.03125
Sub_01lux 10.0,110,84.375,77.34375,-7.03125
Sub_01lux 10.0,111,84.375,77.34375,-7.03125
Sub_01lux 10.0,112,84.375,77.34375,-7.03125
Sub_01lux 10.0,113,84.375,84.375,0.0
Sub_01lux 10.0,114,84.375,84.375,0.0
Sub_01lux 10.0,115,84.375,91.40625,7.03125
Sub_01lux 10.0,116,84.375,91.40625,7.03125
Sub_01lux 10.0,117,84.375,91.40625,7.03125
Sub_01lux 10.0,118,84.375,84.375,0.0
Sub_01lux 10.0,119,84.375,63.28125,-21.09375
Sub_01lux 10.0,120,84.375,91.40625,7.03125
Sub_01lux 10.0,121,84.375,84.375,0.0
Sub_01lux 10.0,122,84.375,84.375,0.0
Sub_01lux 10.0,123,84.375,84.375,0.0
Sub_01lux 10.0,124,84.375,84.375,0.0
Sub_01lux 10.0,125,84.375,84.375,0.0
Sub_01lux 10.0,126,84.375,84.375,0.0
Sub_01lux 10.0,127,84.375,77.34375,-7.03125
Sub_01lux 10.0,128,84.375,98.4375,14.0625
Sub_01lux 10.0,129,77.34375,84.375,7.03125
Sub_01lux 10.0,130,77.34375,84.375,7.03125
Sub_01lux 10.0,131,77.34375,70.3125,-7.03125
Sub_01lux 10.0,132,77.34375,77.34375,0.0
Sub_01lux 10.0,133,77.34375,98.4375,21.09375
Sub_01lux 10.0,134,77.34375,98.4375,21.09375
Sub_01lux 10.0,135,77.34375,98.4375,21.09375
Sub_01lux 10.0,136,77.34375,77.34375,0.0
Sub_01lux 10.0,137,77.34375,77.34375,0.0
Sub_01lux 10.0,138,77.34375,91.40625,14.0625
Sub_01lux 10.0,139,77.34375,98.4375,21.09375
Sub_01lux 10.0,140,77.34375,91.40625,14.0625
Sub_01lux 10.0,141,77.34375,91.40625,14.0625
Sub_01lux 10.0,142,77.34375,91.40625,14.0625
Sub_01lux 10.0,143,77.34375,91.40625,14.0625
Sub_01lux 10.0,144,77.34375,70.3125,-7.03125
Sub_01lux 10.0,145,77.34375,91.40625,14.0625
Sub_01lux 10.0,146,77.34375,98.4375,21.09375
Sub_01lux 10.0,147,77.34375,84.375,7.03125
Sub_01lux 10.0,148,77.34375,98.4375,21.09375
Sub_01lux 10.0,149,77.34375,84.375,7.03125
Sub_01lux 10.0,150,77.34375,77.34375,0.0
Sub_01lux 10.0,151,77.34375,84.375,7.03125
Sub_01lux 10.0,152,84.375,77.34375,-7.03125
Sub_01lux 10.0,153,84.375,77.34375,-7.03125
Sub_01lux 100.0,0,84.375,77.34375,-7.03125
Sub_01lux 100.0,1,77.34375,77.34375,0.0
Sub_01lux 100.0,2,77.34375,77.34375,0.0
Sub_01lux 100.0,3,77.34375,77.34375,0.0
Sub_01lux 100.0,4,77.34375,77.34375,0.0
Sub_01lux 100.0,5,77.34375,77.34375,0.0
Sub_01lux 100.0,6,77.34375,77.34375,0.0
Sub_01lux 100.0,7,77.34375,77.34375,0.0
Sub_01lux 100.0,8,77.34375,70.3125,-7.03125
Sub_01lux 100.0,9,77.34375,70.3125,-7.03125
Sub_01lux 100.0,10,77.34375,70.3125,-7.03125
Sub_01lux 100.0,11,77.34375,70.3125,-7.03125
Sub_01lux 100.0,12,77.34375,77.34375,0.0
Sub_01lux 100.0,13,77.34375,77.34375,0.0
Sub_01lux 100.0,14,77.34375,70.3125,-7.03125
Sub_01lux 100.0,15,77.34375,77.34375,0.0
Sub_01lux 100.0,16,77.34375,70.3125,-7.03125
Sub_01lux 100.0,17,77.34375,77.34375,0.0
Sub_01lux 100.0,18,77.34375,77.34375,0.0
Sub_01lux 100.0,19,77.34375,77.34375,0.0
Sub_01lux 100.0,20,77.34375,77.34375,0.0
Sub_01lux 100.0,21,77.34375,77.34375,0.0
Sub_01lux 100.0,22,77.34375,77.34375,0.0
Sub_01lux 100.0,23,77.34375,77.34375,0.0
Sub_01lux 100.0,24,77.34375,77.34375,0.0
Sub_01lux 100.0,25,77.34375,77.34375,0.0
Sub_01lux 100.0,26,84.375,77.34375,-7.03125
Sub_01lux 100.0,27,84.375,77.34375,-7.03125
Sub_01lux 100.0,28,84.375,77.34375,-7.03125
Sub_01lux 100.0,29,84.375,84.375,0.0
Sub_01lux 100.0,30,84.375,84.375,0.0
Sub_01lux 100.0,31,84.375,84.375,0.0
Sub_01lux 100.0,32,84.375,84.375,0.0
Sub_01lux 100.0,33,84.375,84.375,0.0
Sub_01lux 100.0,34,84.375,84.375,0.0
Sub_01lux 100.0,35,84.375,84.375,0.0
Sub_01lux 100.0,36,84.375,84.375,0.0
Sub_01lux 100.0,37,84.375,84.375,0.0
Sub_01lux 100.0,38,84.375,84.375,0.0
Sub_01lux 100.0,39,84.375,84.375,0.0
